# x, F, dF, ddF, Fline, m, f, df, ddf, fline
2.6713,3.5238,-1.0000,0.0000,1.6573,3.3392,3.5238,-0.8000,0.0000,1.6573
2.6763,3.5188,-1.0000,0.0000,1.6473,3.3454,3.5188,-0.8000,0.0000,1.6473
2.6813,3.5138,-1.0000,0.0000,1.6373,3.3517,3.5138,-0.8000,0.0000,1.6373
2.6863,3.5088,-1.0000,0.0000,1.6273,3.3579,3.5088,-0.8000,0.0000,1.6273
2.6913,3.5038,-1.0000,0.0000,1.6173,3.3642,3.5038,-0.8000,0.0000,1.6173
2.6963,3.4988,-1.0000,0.0000,1.6073,3.3704,3.4988,-0.8000,0.0000,1.6073
2.7014,3.4938,-1.0000,0.0000,1.5973,3.3767,3.4938,-0.8000,0.0000,1.5973
2.7064,3.4888,-1.0000,0.0000,1.5873,3.3829,3.4888,-0.8000,0.0000,1.5873
2.7114,3.4838,-1.0000,0.0000,1.5773,3.3892,3.4838,-0.8000,0.0000,1.5773
2.7164,3.4788,-1.0000,0.0000,1.5673,3.3954,3.4788,-0.8000,0.0000,1.5673
2.7214,3.4738,-1.0000,0.0000,1.5573,3.4017,3.4738,-0.8000,0.0000,1.5573
2.7264,3.4688,-1.0000,0.0000,1.5473,3.4080,3.4688,-0.8000,0.0000,1.5473
2.7314,3.4638,-1.0000,0.0000,1.5373,3.4142,3.4638,-0.8000,0.0000,1.5373
2.7364,3.4588,-1.0000,0.0000,1.5273,3.4205,3.4588,-0.8000,0.0000,1.5273
2.7414,3.4538,-1.0000,0.0000,1.5173,3.4267,3.4538,-0.8000,0.0000,1.5173
2.7464,3.4488,-1.0000,0.0000,1.5073,3.4330,3.4488,-0.8000,0.0000,1.5073
2.7514,3.4438,-1.0000,0.0000,1.4972,3.4392,3.4438,-0.8000,0.0000,1.4972
2.7564,3.4388,-1.0000,0.0000,1.4872,3.4455,3.4388,-0.8000,0.0000,1.4872
2.7614,3.4338,-1.0000,0.0000,1.4772,3.4517,3.4338,-0.8000,0.0000,1.4772
2.7664,3.4288,-1.0000,0.0000,1.4672,3.4580,3.4288,-0.8000,0.0000,1.4672
2.7714,3.4238,-1.0000,0.0000,1.4572,3.4642,3.4238,-0.8000,0.0000,1.4572
2.7764,3.4188,-1.0000,0.0000,1.4472,3.4705,3.4188,-0.8000,0.0000,1.4472
2.7814,3.4138,-1.0000,0.0000,1.4372,3.4767,3.4138,-0.8000,0.0000,1.4372
2.7864,3.4088,-1.0000,0.0000,1.4272,3.4830,3.4088,-0.8000,0.0000,1.4272
2.7914,3.4038,-1.0000,0.0000,1.4172,3.4892,3.4038,-0.8000,0.0000,1.4172
2.7964,3.3988,-1.0000,0.0000,1.4072,3.4955,3.3988,-0.8000,0.0000,1.4072
2.8014,3.3938,-1.0000,0.0000,1.3972,3.5018,3.3938,-0.8000,0.0000,1.3972
2.8064,3.3888,-1.0000,0.0000,1.3872,3.5080,3.3888,-0.8000,0.0000,1.3872
2.8114,3.3837,-1.0000,0.0000,1.3772,3.5143,3.3837,-0.8000,0.0000,1.3772
2.8164,3.3787,-1.0000,0.0000,1.3672,3.5205,3.3787,-0.8000,0.0000,1.3672
2.8214,3.3737,-1.0000,0.0000,1.3572,3.5268,3.3737,-0.8000,0.0000,1.3572
2.8264,3.3687,-1.0000,0.0000,1.3472,3.5330,3.3687,-0.8000,0.0000,1.3472
2.8314,3.3637,-1.0000,0.0000,1.3372,3.5393,3.3637,-0.8000,0.0000,1.3372
2.8364,3.3587,-1.0000,0.0000,1.3272,3.5455,3.3587,-0.8000,0.0000,1.3272
2.8414,3.3537,-1.0000,0.0000,1.3172,3.5518,3.3537,-0.8000,0.0000,1.3172
2.8464,3.3487,-1.0000,0.0000,1.3072,3.5580,3.3487,-0.8000,0.0000,1.3072
2.8514,3.3437,-1.0000,0.0000,1.2971,3.5643,3.3437,-0.8000,0.0000,1.2971
2.8564,3.3387,-1.0000,0.0000,1.2871,3.5705,3.3387,-0.8000,0.0000,1.2871
2.8614,3.3337,-1.0000,0.0000,1.2771,3.5768,3.3337,-0.8000,0.0000,1.2771
2.8664,3.3287,-1.0000,0.0000,1.2671,3.5830,3.3287,-0.8000,0.0000,1.2671
2.8714,3.3237,-1.0000,0.0000,1.2571,3.5893,3.3237,-0.8000,0.0000,1.2571
2.8764,3.3187,-1.0000,0.0000,1.2471,3.5955,3.3187,-0.8000,0.0000,1.2471
2.8814,3.3137,-1.0000,0.0000,1.2371,3.6018,3.3137,-0.8000,0.0000,1.2371
2.8864,3.3087,-1.0000,0.0000,1.2271,3.6081,3.3087,-0.8000,0.0000,1.2271
2.8914,3.3037,-1.0000,0.0000,1.2171,3.6143,3.3037,-0.8000,0.0000,1.2171
2.8964,3.2987,-1.0000,0.0000,1.2071,3.6206,3.2987,-0.8000,0.0000,1.2071
2.9015,3.2937,-1.0000,0.0000,1.1971,3.6268,3.2937,-0.8000,0.0000,1.1971
2.9065,3.2887,-1.0000,0.0000,1.1871,3.6331,3.2887,-0.8000,0.0000,1.1871
2.9115,3.2837,-1.0000,0.0000,1.1771,3.6393,3.2837,-0.8000,0.0000,1.1771
2.9165,3.2787,-1.0000,0.0000,1.1671,3.6456,3.2787,-0.8000,0.0000,1.1671
2.9215,3.2737,-1.0000,0.0000,1.1571,3.6518,3.2737,-0.8000,0.0000,1.1571
2.9265,3.2687,-1.0000,0.0000,1.1471,3.6581,3.2687,-0.8000,0.0000,1.1471
2.9315,3.2637,-1.0000,0.0000,1.1371,3.6643,3.2637,-0.8000,0.0000,1.1371
2.9365,3.2587,-1.0000,0.0000,1.1271,3.6706,3.2587,-0.8000,0.0000,1.1271
2.9415,3.2537,-1.0000,0.0000,1.1171,3.6768,3.2537,-0.8000,0.0000,1.1171
2.9465,3.2487,-1.0000,0.0000,1.1071,3.6831,3.2487,-0.8000,0.0000,1.1071
2.9515,3.2437,-1.0000,0.0000,1.0970,3.6893,3.2437,-0.8000,0.0000,1.0970
2.9565,3.2387,-1.0000,0.0000,1.0870,3.6956,3.2387,-0.8000,0.0000,1.0870
2.9615,3.2337,-1.0000,0.0000,1.0770,3.7019,3.2337,-0.8000,0.0000,1.0770
2.9665,3.2287,-1.0000,0.0000,1.0670,3.7081,3.2287,-0.8000,0.0000,1.0670
2.9715,3.2237,-1.0000,0.0000,1.0570,3.7144,3.2237,-0.8000,0.0000,1.0570
2.9765,3.2187,-1.0000,0.0000,1.0470,3.7206,3.2187,-0.8000,0.0000,1.0470
2.9815,3.2137,-1.0000,0.0000,1.0370,3.7269,3.2137,-0.8000,0.0000,1.0370
2.9865,3.2087,-1.0000,0.0000,1.0270,3.7331,3.2087,-0.8000,0.0000,1.0270
2.9915,3.2037,-1.0000,0.0000,1.0170,3.7394,3.2037,-0.8000,0.0000,1.0170
2.9965,3.1987,-1.0000,0.0000,1.0070,3.7456,3.1987,-0.8000,0.0000,1.0070
3.0015,3.1937,-1.0000,0.0000,0.9970,3.7519,3.1937,-0.8000,0.0000,0.9970
3.0065,3.1887,-1.0000,0.0000,0.9870,3.7581,3.1887,-0.8000,0.0000,0.9870
3.0115,3.1836,-1.0000,0.0000,0.9770,3.7644,3.1836,-0.8000,0.0000,0.9770
3.0165,3.1786,-1.0000,0.0000,0.9670,3.7706,3.1786,-0.8000,0.0000,0.9670
3.0215,3.1736,-1.0000,0.0000,0.9570,3.7769,3.1736,-0.8000,0.0000,0.9570
3.0265,3.1686,-1.0000,0.0000,0.9470,3.7831,3.1686,-0.8000,0.0000,0.9470
3.0315,3.1636,-1.0000,0.0000,0.9370,3.7894,3.1636,-0.8000,0.0000,0.9370
3.0365,3.1586,-1.0000,0.0000,0.9270,3.7956,3.1586,-0.8000,0.0000,0.9270
3.0415,3.1536,-1.0000,0.0000,0.9170,3.8019,3.1536,-0.8000,0.0000,0.9170
3.0465,3.1486,-1.0000,0.0000,0.9070,3.8082,3.1486,-0.8000,0.0000,0.9070
3.0515,3.1436,-1.0000,0.0000,0.8969,3.8144,3.1436,-0.8000,0.0000,0.8969
3.0565,3.1386,-1.0000,0.0000,0.8869,3.8207,3.1386,-0.8000,0.0000,0.8869
3.0615,3.1336,-1.0000,0.0000,0.8769,3.8269,3.1336,-0.8000,0.0000,0.8769
3.0665,3.1286,-1.0000,0.0000,0.8669,3.8332,3.1286,-0.8000,0.0000,0.8669
3.0715,3.1236,-1.0000,0.0000,0.8569,3.8394,3.1236,-0.8000,0.0000,0.8569
3.0765,3.1186,-1.0000,0.0000,0.8469,3.8457,3.1186,-0.8000,0.0000,0.8469
3.0815,3.1136,-1.0000,0.0000,0.8369,3.8519,3.1136,-0.8000,0.0000,0.8369
3.0865,3.1086,-1.0000,0.0000,0.8269,3.8582,3.1086,-0.8000,0.0000,0.8269
3.0915,3.1036,-1.0000,0.0000,0.8169,3.8644,3.1036,-0.8000,0.0000,0.8169
3.0965,3.0986,-1.0000,0.0000,0.8069,3.8707,3.0986,-0.8000,0.0000,0.8069
3.1016,3.0936,-1.0000,0.0000,0.7969,3.8769,3.0936,-0.8000,0.0000,0.7969
3.1066,3.0886,-1.0000,0.0000,0.7869,3.8832,3.0886,-0.8000,0.0000,0.7869
3.1116,3.0836,-1.0000,0.0000,0.7769,3.8894,3.0836,-0.8000,0.0000,0.7769
3.1166,3.0786,-1.0000,0.0000,0.7669,3.8957,3.0786,-0.8000,0.0000,0.7669
3.1216,3.0736,-1.0000,0.0000,0.7569,3.9020,3.0736,-0.8000,0.0000,0.7569
3.1266,3.0686,-1.0000,0.0000,0.7469,3.9082,3.0686,-0.8000,0.0000,0.7469
3.1316,3.0636,-1.0000,0.0000,0.7369,3.9145,3.0636,-0.8000,0.0000,0.7369
3.1366,3.0586,-1.0000,0.0000,0.7269,3.9207,3.0586,-0.8000,0.0000,0.7269
3.1416,3.0536,-1.0000,0.0000,0.7169,3.9270,3.0536,-0.8000,0.0000,0.7169
3.1466,3.0486,-1.0000,0.0000,0.7069,3.9332,3.0486,-0.8000,0.0000,0.7069
3.1516,3.0436,-1.0000,0.0000,0.6968,3.9395,3.0436,-0.8000,0.0000,0.6968
3.1566,3.0386,-1.0000,0.0000,0.6868,3.9457,3.0386,-0.8000,0.0000,0.6868
3.1616,3.0336,-1.0000,0.0000,0.6768,3.9520,3.0336,-0.8000,0.0000,0.6768
3.1666,3.0286,-1.0000,0.0000,0.6668,3.9582,3.0286,-0.8000,0.0000,0.6668
3.1716,3.0236,-1.0000,0.0000,0.6568,3.9645,3.0236,-0.8000,0.0000,0.6568
3.1766,3.0186,-1.0000,0.0000,0.6468,3.9707,3.0186,-0.8000,0.0000,0.6468
3.1816,3.0136,-1.0000,0.0000,0.6368,3.9770,3.0136,-0.8000,0.0000,0.6368
3.1866,3.0086,-1.0000,0.0000,0.6268,3.9832,3.0086,-0.8000,0.0000,0.6268
3.1916,3.0036,-1.0000,0.0000,0.6168,3.9895,3.0036,-0.8000,0.0000,0.6168
3.1966,2.9986,-1.0000,0.0000,0.6068,3.9957,2.9986,-0.8000,0.0000,0.6068
3.2016,2.9936,-1.0000,0.0000,0.5968,4.0020,2.9936,-0.8000,0.0000,0.5968
3.2066,2.9886,-1.0000,0.0000,0.5868,4.0083,2.9886,-0.8000,0.0000,0.5868
3.2116,2.9835,-1.0000,0.0000,0.5768,4.0145,2.9835,-0.8000,0.0000,0.5768
3.2166,2.9785,-1.0000,0.0000,0.5668,4.0208,2.9785,-0.8000,0.0000,0.5668
3.2216,2.9735,-1.0000,0.0000,0.5568,4.0270,2.9735,-0.8000,0.0000,0.5568
3.2266,2.9685,-1.0000,0.0000,0.5468,4.0333,2.9685,-0.8000,0.0000,0.5468
3.2316,2.9635,-1.0000,0.0000,0.5368,4.0395,2.9635,-0.8000,0.0000,0.5368
3.2366,2.9585,-1.0000,0.0000,0.5268,4.0458,2.9585,-0.8000,0.0000,0.5268
3.2416,2.9535,-1.0000,0.0000,0.5168,4.0520,2.9535,-0.8000,0.0000,0.5168
3.2466,2.9485,-1.0000,0.0000,0.5068,4.0583,2.9485,-0.8000,0.0000,0.5068
3.2516,2.9435,-1.0000,0.0000,0.4967,4.0645,2.9435,-0.8000,0.0000,0.4967
3.2566,2.9385,-1.0000,0.0000,0.4867,4.0708,2.9385,-0.8000,0.0000,0.4867
3.2616,2.9335,-1.0000,0.0000,0.4767,4.0770,2.9335,-0.8000,0.0000,0.4767
3.2666,2.9285,-1.0000,0.0000,0.4667,4.0833,2.9285,-0.8000,0.0000,0.4667
3.2716,2.9235,-1.0000,0.0000,0.4567,4.0895,2.9235,-0.8000,0.0000,0.4567
3.2766,2.9185,-1.0000,0.0000,0.4467,4.0958,2.9185,-0.8000,0.0000,0.4467
3.2816,2.9135,-1.0000,0.0000,0.4367,4.1021,2.9135,-0.8000,0.0000,0.4367
3.2866,2.9085,-1.0000,0.0000,0.4267,4.1083,2.9085,-0.8000,0.0000,0.4267
3.2916,2.9035,-1.0000,0.0000,0.4167,4.1146,2.9035,-0.8000,0.0000,0.4167
3.2966,2.8985,-1.0000,0.0000,0.4067,4.1208,2.8985,-0.8000,0.0000,0.4067
3.3017,2.8935,-1.0000,0.0000,0.3967,4.1271,2.8935,-0.8000,0.0000,0.3967
3.3067,2.8885,-1.0000,0.0000,0.3867,4.1333,2.8885,-0.8000,0.0000,0.3867
3.3117,2.8835,-1.0000,0.0000,0.3767,4.1396,2.8835,-0.8000,0.0000,0.3767
3.3167,2.8785,-1.0000,0.0000,0.3667,4.1458,2.8785,-0.8000,0.0000,0.3667
3.3217,2.8735,-1.0000,0.0000,0.3567,4.1521,2.8735,-0.8000,0.0000,0.3567
3.3267,2.8685,-1.0000,0.0000,0.3467,4.1583,2.8685,-0.8000,0.0000,0.3467
3.3317,2.8635,-1.0000,0.0000,0.3367,4.1646,2.8635,-0.8000,0.0000,0.3367
3.3367,2.8585,-1.0000,0.0000,0.3267,4.1708,2.8585,-0.8000,0.0000,0.3267
3.3417,2.8535,-1.0000,0.0000,0.3167,4.1771,2.8535,-0.8000,0.0000,0.3167
3.3467,2.8485,-1.0000,0.0000,0.3067,4.1833,2.8485,-0.8000,0.0000,0.3067
3.3517,2.8435,-1.0000,0.0000,0.2966,4.1896,2.8435,-0.8000,0.0000,0.2966
3.3567,2.8385,-1.0000,0.0000,0.2866,4.1958,2.8385,-0.8000,0.0000,0.2866
3.3617,2.8335,-1.0000,0.0000,0.2766,4.2021,2.8335,-0.8000,0.0000,0.2766
3.3667,2.8285,-1.0000,0.0000,0.2666,4.2084,2.8285,-0.8000,0.0000,0.2666
3.3717,2.8235,-1.0000,0.0000,0.2566,4.2146,2.8235,-0.8000,0.0000,0.2566
3.3767,2.8185,-1.0000,0.0000,0.2466,4.2209,2.8185,-0.8000,0.0000,0.2466
3.3817,2.8135,-1.0000,0.0000,0.2366,4.2271,2.8135,-0.8000,0.0000,0.2366
3.3867,2.8085,-1.0000,0.0000,0.2266,4.2334,2.8085,-0.8000,0.0000,0.2266
3.3917,2.8035,-1.0000,0.0000,0.2166,4.2396,2.8035,-0.8000,0.0000,0.2166
3.3967,2.7985,-1.0000,0.0000,0.2066,4.2459,2.7985,-0.8000,0.0000,0.2066
3.4017,2.7935,-1.0000,0.0000,0.1966,4.2521,2.7935,-0.8000,0.0000,0.1966
3.4067,2.7885,-1.0000,0.0000,0.1866,4.2584,2.7885,-0.8000,0.0000,0.1866
3.4117,2.7834,-1.0000,0.0000,0.1766,4.2646,2.7834,-0.8000,0.0000,0.1766
3.4167,2.7784,-1.0000,0.0000,0.1666,4.2709,2.7784,-0.8000,0.0000,0.1666
3.4217,2.7734,-1.0000,0.0000,0.1566,4.2771,2.7734,-0.8000,0.0000,0.1566
3.4267,2.7684,-1.0000,0.0000,0.1466,4.2834,2.7684,-0.8000,0.0000,0.1466
3.4317,2.7634,-1.0000,0.0000,0.1366,4.2896,2.7634,-0.8000,0.0000,0.1366
3.4367,2.7584,-1.0000,0.0000,0.1266,4.2959,2.7584,-0.8000,0.0000,0.1266
3.4417,2.7534,-1.0000,0.0000,0.1166,4.3022,2.7534,-0.8000,0.0000,0.1166
3.4467,2.7484,-1.0000,0.0000,0.1066,4.3084,2.7484,-0.8000,0.0000,0.1066
3.4517,2.7434,-1.0000,0.0000,0.0965,4.3147,2.7434,-0.8000,0.0000,0.0965
3.4567,2.7384,-1.0000,0.0000,0.0865,4.3209,2.7384,-0.8000,0.0000,0.0865
3.4617,2.7334,-1.0000,0.0000,0.0765,4.3272,2.7334,-0.8000,0.0000,0.0765
3.4667,2.7284,-1.0000,0.0000,0.0665,4.3334,2.7284,-0.8000,0.0000,0.0665
3.4717,2.7234,-1.0000,0.0000,0.0565,4.3397,2.7234,-0.8000,0.0000,0.0565
3.4767,2.7184,-1.0000,0.0000,0.0465,4.3459,2.7184,-0.8000,0.0000,0.0465
3.4817,2.7134,-1.0000,0.0000,0.0365,4.3522,2.7134,-0.8000,0.0000,0.0365
3.4867,2.7084,-1.0000,0.0000,0.0265,4.3584,2.7084,-0.8000,0.0000,0.0265
3.4917,2.7034,-1.0000,0.0000,0.0165,4.3647,2.7034,-0.8000,0.0000,0.0165
3.4967,2.6984,-1.0000,0.0000,0.0065,4.3709,2.6984,-0.8000,0.0000,0.0065
3.5018,2.6934,-1.0000,0.0000,-0.0035,4.3772,2.6934,-0.8000,0.0000,-0.0035
3.5068,2.6884,-1.0000,0.0000,-0.0135,4.3834,2.6884,-0.8000,0.0000,-0.0135
3.5118,2.6834,-1.0000,0.0000,-0.0235,4.3897,2.6834,-0.8000,0.0000,-0.0235
3.5168,2.6784,-1.0000,0.0000,-0.0335,4.3959,2.6784,-0.8000,0.0000,-0.0335
3.5218,2.6734,-1.0000,0.0000,-0.0435,4.4022,2.6734,-0.8000,0.0000,-0.0435
3.5268,2.6684,-1.0000,0.0000,-0.0535,4.4085,2.6684,-0.8000,0.0000,-0.0535
3.5318,2.6634,-1.0000,0.0000,-0.0635,4.4147,2.6634,-0.8000,0.0000,-0.0635
3.5368,2.6584,-1.0000,0.0000,-0.0735,4.4210,2.6584,-0.8000,0.0000,-0.0735
3.5418,2.6534,-1.0000,0.0000,-0.0835,4.4272,2.6534,-0.8000,0.0000,-0.0835
3.5468,2.6484,-1.0000,0.0000,-0.0935,4.4335,2.6484,-0.8000,0.0000,-0.0935
3.5518,2.6434,-1.0000,0.0000,-0.1036,4.4397,2.6434,-0.8000,0.0000,-0.1036
3.5568,2.6384,-1.0000,0.0000,-0.1136,4.4460,2.6384,-0.8000,0.0000,-0.1136
3.5618,2.6334,-1.0000,0.0000,-0.1236,4.4522,2.6334,-0.8000,0.0000,-0.1236
3.5668,2.6284,-1.0000,0.0000,-0.1336,4.4585,2.6284,-0.8000,0.0000,-0.1336
3.5718,2.6234,-1.0000,0.0000,-0.1436,4.4647,2.6234,-0.8000,0.0000,-0.1436
3.5768,2.6184,-1.0000,0.0000,-0.1536,4.4710,2.6184,-0.8000,0.0000,-0.1536
3.5818,2.6134,-1.0000,0.0000,-0.1636,4.4772,2.6134,-0.8000,0.0000,-0.1636
3.5868,2.6084,-1.0000,0.0000,-0.1736,4.4835,2.6084,-0.8000,0.0000,-0.1736
3.5918,2.6034,-1.0000,0.0000,-0.1836,4.4897,2.6034,-0.8000,0.0000,-0.1836
3.5968,2.5984,-1.0000,0.0000,-0.1936,4.4960,2.5984,-0.8000,0.0000,-0.1936
3.6018,2.5934,-1.0000,0.0000,-0.2036,4.5023,2.5934,-0.8000,0.0000,-0.2036
3.6068,2.5884,-1.0000,0.0000,-0.2136,4.5085,2.5884,-0.8000,0.0000,-0.2136
3.6118,2.5833,-1.0000,0.0000,-0.2236,4.5148,2.5833,-0.8000,0.0000,-0.2236
3.6168,2.5783,-1.0000,0.0000,-0.2336,4.5210,2.5783,-0.8000,0.0000,-0.2336
3.6218,2.5733,-1.0000,0.0000,-0.2436,4.5273,2.5733,-0.8000,0.0000,-0.2436
3.6268,2.5683,-1.0000,0.0000,-0.2536,4.5335,2.5683,-0.8000,0.0000,-0.2536
3.6318,2.5633,-1.0000,0.0000,-0.2636,4.5398,2.5633,-0.8000,0.0000,-0.2636
3.6368,2.5583,-1.0000,0.0000,-0.2736,4.5460,2.5583,-0.8000,0.0000,-0.2736
3.6418,2.5533,-1.0000,0.0000,-0.2836,4.5523,2.5533,-0.8000,0.0000,-0.2836
3.6468,2.5483,-1.0000,0.0000,-0.2936,4.5585,2.5483,-0.8000,0.0000,-0.2936
3.6518,2.5433,-1.0000,0.0000,-0.3037,4.5648,2.5433,-0.8000,0.0000,-0.3037
3.6568,2.5383,-1.0000,0.0000,-0.3137,4.5710,2.5383,-0.8000,0.0000,-0.3137
3.6618,2.5333,-1.0000,0.0000,-0.3237,4.5773,2.5333,-0.8000,0.0000,-0.3237
3.6668,2.5283,-1.0000,0.0000,-0.3337,4.5835,2.5283,-0.8000,0.0000,-0.3337
3.6718,2.5233,-1.0000,0.0000,-0.3437,4.5898,2.5233,-0.8000,0.0000,-0.3437
3.6768,2.5183,-1.0000,0.0000,-0.3537,4.5960,2.5183,-0.8000,0.0000,-0.3537
3.6818,2.5133,-1.0000,0.0000,-0.3637,4.6023,2.5133,-0.8000,0.0000,-0.3637
3.6868,2.5083,-1.0000,0.0000,-0.3737,4.6086,2.5083,-0.8000,0.0000,-0.3737
3.6918,2.5033,-1.0000,0.0000,-0.3837,4.6148,2.5033,-0.8000,0.0000,-0.3837
3.6968,2.4983,-1.0000,0.0000,-0.3937,4.6211,2.4983,-0.8000,0.0000,-0.3937
3.7019,2.4933,-1.0000,0.0000,-0.4037,4.6273,2.4933,-0.8000,0.0000,-0.4037
3.7069,2.4883,-1.0000,0.0000,-0.4137,4.6336,2.4883,-0.8000,0.0000,-0.4137
3.7119,2.4833,-1.0000,0.0000,-0.4237,4.6398,2.4833,-0.8000,0.0000,-0.4237
3.7169,2.4783,-1.0000,0.0000,-0.4337,4.6461,2.4783,-0.8000,0.0000,-0.4337
3.7219,2.4733,-1.0000,0.0000,-0.4437,4.6523,2.4733,-0.8000,0.0000,-0.4437
3.7269,2.4683,-1.0000,0.0000,-0.4537,4.6586,2.4683,-0.8000,0.0000,-0.4537
3.7319,2.4633,-1.0000,0.0000,-0.4637,4.6648,2.4633,-0.8000,0.0000,-0.4637
3.7369,2.4583,-1.0000,0.0000,-0.4737,4.6711,2.4583,-0.8000,0.0000,-0.4737
3.7419,2.4533,-1.0000,0.0000,-0.4837,4.6773,2.4533,-0.8000,0.0000,-0.4837
3.7469,2.4483,-1.0000,0.0000,-0.4937,4.6836,2.4483,-0.8000,0.0000,-0.4937
3.7519,2.4433,-1.0000,0.0000,-0.5038,4.6898,2.4433,-0.8000,0.0000,-0.5038
3.7569,2.4383,-1.0000,0.0000,-0.5138,4.6961,2.4383,-0.8000,0.0000,-0.5138
3.7619,2.4333,-1.0000,0.0000,-0.5238,4.7024,2.4333,-0.8000,0.0000,-0.5238
3.7669,2.4283,-1.0000,0.0000,-0.5338,4.7086,2.4283,-0.8000,0.0000,-0.5338
3.7719,2.4233,-1.0000,0.0000,-0.5438,4.7149,2.4233,-0.8000,0.0000,-0.5438
3.7769,2.4183,-1.0000,0.0000,-0.5538,4.7211,2.4183,-0.8000,0.0000,-0.5538
3.7819,2.4133,-1.0000,0.0000,-0.5638,4.7274,2.4133,-0.8000,0.0000,-0.5638
3.7869,2.4083,-1.0000,0.0000,-0.5738,4.7336,2.4083,-0.8000,0.0000,-0.5738
3.7919,2.4033,-1.0000,0.0000,-0.5838,4.7399,2.4033,-0.8000,0.0000,-0.5838
3.7969,2.3983,-1.0000,0.0000,-0.5938,4.7461,2.3983,-0.8000,0.0000,-0.5938
3.8019,2.3933,-1.0000,0.0000,-0.6038,4.7524,2.3933,-0.8000,0.0000,-0.6038
3.8069,2.3883,-1.0000,0.0000,-0.6138,4.7586,2.3883,-0.8000,0.0000,-0.6138
3.8119,2.3832,-1.0000,0.0000,-0.6238,4.7649,2.3832,-0.8000,0.0000,-0.6238
3.8169,2.3782,-1.0000,0.0000,-0.6338,4.7711,2.3782,-0.8000,0.0000,-0.6338
3.8219,2.3732,-1.0000,0.0000,-0.6438,4.7774,2.3732,-0.8000,0.0000,-0.6438
3.8269,2.3682,-1.0000,0.0000,-0.6538,4.7836,2.3682,-0.8000,0.0000,-0.6538
3.8319,2.3632,-1.0000,0.0000,-0.6638,4.7899,2.3632,-0.8000,0.0000,-0.6638
3.8369,2.3582,-1.0000,0.0000,-0.6738,4.7961,2.3582,-0.8000,0.0000,-0.6738
3.8419,2.3532,-1.0000,0.0000,-0.6838,4.8024,2.3532,-0.8000,0.0000,-0.6838
3.8469,2.3482,-1.0000,0.0000,-0.6938,4.8087,2.3482,-0.8000,0.0000,-0.6938
3.8519,2.3432,-1.0000,0.0000,-0.7039,4.8149,2.3432,-0.8000,0.0000,-0.7039
3.8569,2.3382,-1.0000,0.0000,-0.7139,4.8212,2.3382,-0.8000,0.0000,-0.7139
3.8619,2.3332,-1.0000,0.0000,-0.7239,4.8274,2.3332,-0.8000,0.0000,-0.7239
3.8669,2.3282,-1.0000,0.0000,-0.7339,4.8337,2.3282,-0.8000,0.0000,-0.7339
3.8719,2.3232,-1.0000,0.0000,-0.7439,4.8399,2.3232,-0.8000,0.0000,-0.7439
3.8769,2.3182,-1.0000,0.0000,-0.7539,4.8462,2.3182,-0.8000,0.0000,-0.7539
3.8819,2.3132,-1.0000,0.0000,-0.7639,4.8524,2.3132,-0.8000,0.0000,-0.7639
3.8869,2.3082,-1.0000,0.0000,-0.7739,4.8587,2.3082,-0.8000,0.0000,-0.7739
3.8919,2.3032,-1.0000,0.0000,-0.7839,4.8649,2.3032,-0.8000,0.0000,-0.7839
3.8969,2.2982,-1.0000,0.0000,-0.7939,4.8712,2.2982,-0.8000,0.0000,-0.7939
3.9020,2.2932,-1.0000,0.0000,-0.8039,4.8774,2.2932,-0.8000,0.0000,-0.8039
3.9070,2.2882,-1.0000,0.0000,-0.8139,4.8837,2.2882,-0.8000,0.0000,-0.8139
3.9120,2.2832,-1.0000,0.0000,-0.8239,4.8899,2.2832,-0.8000,0.0000,-0.8239
3.9170,2.2782,-1.0000,0.0000,-0.8339,4.8962,2.2782,-0.8000,0.0000,-0.8339
3.9220,2.2732,-1.0000,0.0000,-0.8439,4.9025,2.2732,-0.8000,0.0000,-0.8439
3.9270,2.2682,-1.0000,0.0000,-0.8539,4.9087,2.2682,-0.8000,0.0000,-0.8539
3.9320,2.2632,-1.0000,0.0000,-0.8639,4.9150,2.2632,-0.8000,0.0000,-0.8639
3.9370,2.2582,-1.0000,0.0000,-0.8739,4.9212,2.2582,-0.8000,0.0000,-0.8739
3.9420,2.2532,-1.0000,0.0000,-0.8839,4.9275,2.2532,-0.8000,0.0000,-0.8839
3.9470,2.2482,-1.0000,0.0000,-0.8939,4.9337,2.2482,-0.8000,0.0000,-0.8939
3.9520,2.2432,-1.0000,0.0000,-0.9040,4.9400,2.2432,-0.8000,0.0000,-0.9040
3.9570,2.2382,-1.0000,0.0000,-0.9140,4.9462,2.2382,-0.8000,0.0000,-0.9140
3.9620,2.2332,-1.0000,0.0000,-0.9240,4.9525,2.2332,-0.8000,0.0000,-0.9240
3.9670,2.2282,-1.0000,0.0000,-0.9340,4.9587,2.2282,-0.8000,0.0000,-0.9340
3.9720,2.2232,-1.0000,0.0000,-0.9440,4.9650,2.2232,-0.8000,0.0000,-0.9440
3.9770,2.2182,-1.0000,0.0000,-0.9540,4.9712,2.2182,-0.8000,0.0000,-0.9540
3.9820,2.2132,-1.0000,0.0000,-0.9640,4.9775,2.2132,-0.8000,0.0000,-0.9640
3.9870,2.2082,-1.0000,0.0000,-0.9740,4.9837,2.2082,-0.8000,0.0000,-0.9740
